ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
2597,,,3,5,189,3,,,61,2203,1
2598,,,3,2,231,3,,,56,2714,1
2599,,,5,1,189,3,,,14,3318,1
2600,,,4,1,220,2,,,38,2368,1
2601,,,5,4,190,2,,,23,3960,1
2602,,,4,2,238,3,,,30,3423,1
2603,,,4,4,220,2,,,33,2897,1
2604,,,4,5,194,2,,,44,2651,1
2605,,,3,3,203,3,,,29,3261,1
2606,,,3,5,258,3,,,21,3446,1
2607,,,3,5,151,3,,,3,1273,1
2608,,,3,2,218,3,,,52,2149,1
2609,,,5,1,265,3,,,6,2452,1
2610,,,4,1,157,3,,,31,1712,1
2611,,,4,2,214,3,,,20,2009,1
2612,,,4,4,221,4,,,14,2932,1
2613,,,3,2,149,2,,,37,1699,1
2614,,,4,2,273,5,,,6,2126,1
2615,,,5,1,253,5,,,31,3836,1
2616,,,3,5,102,6,,,3,1341,1
2617,,,4,1,258,2,,,56,3186,1
2618,,,4,2,273,2,,,9,3383,1
2619,,,4,2,187,2,,,54,2191,1
2620,,,5,1,151,2,,,30,1377,1
2621,,,2,4,120,2,,,13,1240,1
2622,,,3,1,254,2,,,56,3463,1
2623,,,5,3,149,3,,,43,1005,1
2624,,,4,1,152,3,,,26,1464,1
2625,,,5,4,187,3,,,53,3172,1
2626,,,4,4,170,2,,,34,1512,1
2627,,,3,3,156,3,,,20,1305,1
2628,,,4,5,228,2,,,63,3401,1
2629,,,3,1,272,2,,,51,2719,1
2630,,,3,1,140,2,,,6,1435,1
2631,,,3,5,185,2,,,27,3624,1
2632,,,5,3,167,3,,,5,1772,1
2633,,,4,5,244,3,,,49,3914,1
2634,,,3,4,229,6,,,33,2815,1
2635,,,4,1,273,3,,,25,3717,1
2636,,,4,3,204,3,,,30,3774,1
2637,,,4,3,154,3,,,10,1711,1
2638,,,3,1,254,4,,,33,2542,1
2639,,,3,2,151,3,,,40,1173,1
2640,,,3,5,242,5,,,61,3688,1
2641,,,4,5,137,2,,,14,1796,1
2642,,,4,4,163,2,,,41,1634,1
2643,,,3,3,143,3,,,16,1343,1
2644,,,4,4,196,3,,,11,3244,1
2645,,,4,3,264,2,,,38,3877,1
2646,,,4,1,217,3,,,2,2692,1
2647,,,3,3,124,3,,,59,1959,1
2648,,,3,1,269,3,,,61,3542,1
2649,,,3,1,135,4,,,47,1840,1
2650,,,2,1,192,3,,,46,3206,1
2651,,,4,1,274,4,,,42,2430,1
2652,,,3,2,162,4,,,25,1316,1
2653,,,3,3,158,3,,,20,1431,1
2654,,,5,3,225,3,,,59,2270,1
2655,,,2,5,150,3,,,16,1738,1
2656,,,6,3,154,5,,,57,1117,1
2657,,,3,1,181,3,,,34,3306,1
2658,,,3,4,272,3,,,44,2548,1
2659,,,3,3,160,4,,,58,1496,1
2660,,,5,5,145,3,,,37,1993,1
2661,,,4,4,143,5,,,5,1027,1
2662,,,4,1,201,4,,,59,2925,1
2663,,,4,3,242,4,,,62,3997,1
2664,,,4,4,151,2,,,38,1001,1
2665,,,4,4,199,2,,,25,3705,1
2666,,,4,1,178,3,,,9,1006,1
2667,,,3,2,138,3,,,49,1923,1
2668,,,5,3,162,4,,,38,1407,1
2669,,,4,3,154,3,,,33,1101,1
2670,,,3,1,206,2,,,56,2069,1
2671,,,5,2,246,2,,,4,3617,1
2672,,,4,3,233,2,,,47,3606,1
2673,,,4,1,251,4,,,33,2906,1
2674,,,3,1,165,3,,,61,1313,1
2675,,,4,3,183,2,,,32,3709,1
2676,,,3,2,109,3,,,30,1597,1
2677,,,5,3,209,4,,,7,2675,1
2678,,,5,2,168,3,,,50,1486,1
2679,,,5,3,210,2,,,19,3920,1
2680,,,3,1,185,2,,,41,3787,1
2681,,,5,2,243,2,,,58,2758,1
2682,,,3,4,258,3,,,55,2777,1
2683,,,4,4,279,5,,,56,2697,1
2684,,,3,1,160,3,,,57,1833,1
2685,,,3,1,185,4,,,35,3648,1
2686,,,4,3,271,4,,,24,3499,1
2687,,,4,2,273,2,,,31,2229,1
2688,,,3,4,208,3,,,23,2100,1
2689,,,2,2,137,3,,,20,1823,1
2690,,,4,1,198,3,,,56,3135,1
2691,,,5,1,236,4,,,64,3231,1
2692,,,5,5,133,2,,,18,1134,1
2693,,,4,2,191,3,,,12,3676,1
2694,,,3,1,202,3,,,51,3551,1
2695,,,5,1,162,5,,,47,1727,1
2696,,,5,1,224,2,,,14,2959,1
2697,,,4,2,191,2,,,65,3082,1
2698,,,3,5,272,2,,,31,2438,1
2699,,,4,3,269,3,,,7,2538,1
2700,,,4,2,179,3,,,30,1076,1
2701,,,3,5,225,2,,,56,2596,1
2702,,,3,2,132,2,,,6,1185,1
2703,,,5,3,244,3,,,52,3118,1
2704,,,3,4,185,2,,,62,2849,1
2705,,,3,3,257,3,,,64,3103,1
2706,,,3,3,253,5,,,63,3788,1
2707,,,4,3,174,3,,,5,1502,1
2708,,,2,1,200,3,,,34,2199,1
2709,,,3,1,150,3,,,8,1745,1
2710,,,3,2,137,3,,,9,1347,1
2711,,,3,1,181,3,,,29,2981,1
2712,,,5,2,246,2,,,13,2652,1
2713,,,3,3,237,5,,,48,2057,1
2714,,,3,5,226,3,,,55,2465,1
2715,,,4,4,225,3,,,51,2892,1
2716,,,3,2,268,2,,,20,2731,1
2717,,,4,3,146,3,,,41,1140,1
2718,,,4,5,159,3,,,2,1048,1
2719,,,3,1,135,3,,,38,1829,1
2720,,,3,2,134,2,,,45,1946,1
2721,,,4,3,210,3,,,3,2742,1
2722,,,4,4,238,3,,,13,2042,1
2723,,,4,3,214,4,,,34,3446,1
2724,,,4,2,204,4,,,35,2725,1
2725,,,4,1,227,3,,,5,3100,1
2726,,,4,3,253,3,,,18,2849,1
2727,,,2,3,126,4,,,3,1364,1
2728,,,4,4,208,2,,,20,2759,1
2729,,,4,4,179,3,,,48,1943,1
2730,,,3,1,132,2,,,62,1909,1
2731,,,3,4,144,3,,,56,1496,1
2732,,,3,3,236,2,,,58,3360,1
2733,,,4,4,235,3,,,17,3715,1
2734,,,4,5,254,3,,,29,3885,1
2735,,,3,2,144,5,,,43,1027,1
2736,,,5,1,272,3,,,27,2415,1
2737,,,3,3,191,4,,,17,3675,1
2738,,,5,3,177,4,,,60,1159,1
2739,,,5,4,226,3,,,46,3149,1
2740,,,3,4,132,2,,,12,1493,1
2741,,,3,1,121,5,,,60,1577,1
2742,,,4,2,171,3,,,40,1021,1
2743,,,3,3,178,3,,,12,1900,1
2744,,,4,3,132,4,,,10,1767,1
2745,,,6,4,249,5,,,43,3078,1
2746,,,2,4,159,3,,,47,1547,1
2747,,,5,2,171,3,,,34,1029,1
2748,,,3,3,150,3,,,6,1775,1
2749,,,4,4,178,3,,,1,1165,1
2750,,,3,3,192,7,,,25,2152,1
2751,,,3,5,214,8,,,50,3628,1
2752,,,5,3,225,7,,,45,3162,1
2753,,,5,4,167,7,,,23,1691,1
2754,,,3,5,245,4,,,4,2769,1
2755,,,4,5,138,7,,,60,1366,1
2756,,,4,4,173,3,,,64,1847,1
2757,,,3,5,98,3,,,48,1635,1
2758,,,3,1,231,2,,,44,3688,1
2759,,,5,5,149,7,,,50,1346,1
2760,,,3,1,206,3,,,28,2892,1
2761,,,5,3,264,10,,,34,3441,1
2762,,,3,1,193,2,,,23,2728,1
2763,,,5,1,263,2,,,4,1092,1
2764,,,3,2,191,4,,,16,2277,1
2765,,,5,4,177,4,,,48,1920,1
2766,,,5,5,226,3,,,50,2348,1
2767,,,3,1,132,2,,,16,1731,1
2768,,,3,1,121,5,,,62,1505,1
2769,,,4,2,171,3,,,34,1352,1
2770,,,3,3,178,3,,,43,1517,1
2771,,,4,4,132,4,,,44,1692,1
2772,,,6,5,249,5,,,26,3897,1
2773,,,2,3,159,3,,,39,1477,1
2774,,,5,5,171,3,,,14,1554,1
2775,,,3,1,150,3,,,43,1831,1
2776,,,4,1,178,3,,,19,1906,1
2777,,,3,3,192,7,,,36,3634,1
2778,,,3,4,214,8,,,6,2924,1
2779,,,5,3,225,7,,,17,3516,1
2780,,,5,4,167,7,,,43,1619,1
2781,,,3,2,245,4,,,60,2178,1
2782,,,4,4,138,7,,,65,1530,1
2783,,,4,4,173,3,,,61,1609,1
2784,,,3,2,98,3,,,60,1057,1
2785,,,3,1,231,2,,,24,3811,1
2786,,,5,3,149,7,,,51,1425,1
2787,,,3,5,206,3,,,21,3746,1
2788,,,5,4,264,10,,,34,2960,1
2789,,,3,5,193,2,,,12,3730,1
2790,,,5,2,263,2,,,51,1657,1
2791,,,2,5,282,5,,,63,1173,1
2792,,,5,4,193,3,,,55,2758,1
2793,,,4,4,171,3,,,11,1594,1
2794,,,3,5,212,3,,,19,2703,1
2795,,,2,1,159,2,,,44,1213,1
2796,,,3,2,102,4,,,57,1220,1
2797,,,3,2,145,2,,,29,1690,1
2798,,,3,1,225,2,,,43,2585,1
2799,,,2,1,174,3,,,12,1358,1
2800,,,4,3,223,4,,,25,3148,1
2801,,,3,5,185,2,,,36,3501,1
2802,,,4,5,245,3,,,6,2717,1
2803,,,3,3,99,3,,,63,1223,1
2804,,,3,3,141,4,,,35,1417,1
2805,,,4,2,222,2,,,16,2518,1
2806,,,3,2,192,3,,,64,3233,1
2807,,,3,1,187,4,,,42,3621,1
2808,,,4,2,216,2,,,26,2431,1
2809,,,3,2,146,4,,,13,1790,1
2810,,,3,2,207,2,,,20,3419,1
2811,,,4,2,225,2,,,6,2010,1
2812,,,3,4,230,2,,,15,2302,1
2813,,,3,2,173,3,,,37,1990,1
2814,,,4,4,127,4,,,54,1239,1
2815,,,3,3,214,2,,,28,3869,1
2816,,,4,1,161,3,,,59,1454,1
2817,,,4,2,262,2,,,37,3523,1
2818,,,5,2,157,3,,,1,1798,1
2819,,,3,1,164,3,,,9,1803,1
2820,,,4,4,174,2,,,11,1577,1
2821,,,2,2,188,4,,,39,2424,1
2822,,,3,1,141,2,,,4,1297,1
2823,,,5,5,134,2,,,64,1785,1
2824,,,2,4,147,2,,,65,1738,1
2825,,,4,1,180,3,,,27,1551,1
2826,,,3,3,225,2,,,55,2259,1
2827,,,2,3,172,3,,,11,1522,1
2828,,,6,2,131,5,,,5,1718,1
2829,,,3,1,270,4,,,47,3487,1
2830,,,3,4,172,3,,,56,1103,1
2831,,,4,5,198,3,,,33,2129,1
2832,,,4,2,167,3,,,21,1637,1
2833,,,2,2,168,5,,,1,1885,1
2834,,,4,1,165,4,,,34,1831,1
2835,,,4,5,149,6,,,40,1974,1
2836,,,3,3,186,3,,,24,3262,1
2837,,,4,1,151,2,,,47,1682,1
2838,,,3,5,146,3,,,30,1569,1
2839,,,4,5,232,2,,,54,2526,1
2840,,,4,1,177,2,,,22,1698,1
2841,,,4,4,149,2,,,19,1665,1
2842,,,4,2,180,3,,,3,1518,1
2843,,,5,5,172,2,,,40,1446,1
2844,,,5,2,160,3,,,44,1054,1
2845,,,3,2,206,2,,,28,2822,1
2846,,,4,5,146,3,,,9,1685,1
2847,,,2,1,257,2,,,24,2130,1
2848,,,5,5,219,3,,,27,3430,1
2849,,,4,2,274,2,,,55,3416,1
2850,,,2,2,177,5,,,36,1249,1
2851,,,4,3,209,2,,,57,3741,1
2852,,,4,1,207,2,,,2,3242,1
2853,,,4,4,153,3,,,27,1613,1
2854,,,4,4,158,3,,,61,1507,1
2855,,,3,4,261,2,,,52,3340,1
2856,,,4,1,182,6,,,41,2047,1
2857,,,2,3,128,2,,,53,1530,1
2858,,,2,1,178,3,,,6,1184,1
2859,,,2,4,198,3,,,37,2555,1
2860,,,4,3,137,3,,,46,1299,1
2861,,,4,1,168,2,,,41,1515,1
2862,,,3,3,248,4,,,36,3276,1
2863,,,5,2,225,3,,,29,2411,1
2864,,,5,4,239,2,,,35,2107,1
2865,,,5,4,256,3,,,43,3658,1
2866,,,5,1,109,2,,,23,1479,1
2867,,,3,3,274,2,,,59,3436,1
2868,,,5,4,157,4,,,65,1951,1
2869,,,3,2,125,3,,,12,1212,1
2870,,,4,5,203,2,,,20,2421,1
2871,,,3,3,120,3,,,55,1534,1
2872,,,3,5,194,4,,,21,2695,1
2873,,,4,2,257,4,,,58,2269,1
2874,,,4,4,233,2,,,39,2291,1
2875,,,5,2,193,2,,,1,2775,1
2876,,,5,3,202,6,,,34,2936,1
2877,,,4,5,270,3,,,30,2720,1
2878,,,5,5,240,3,,,12,2723,1
2879,,,3,2,224,3,,,63,2085,1
2880,,,4,1,195,2,,,19,2878,1
2881,,,3,2,165,3,,,47,1639,1
2882,,,4,1,164,2,,,3,1124,1
2883,,,3,1,105,3,,,58,1304,1
2884,,,3,1,248,3,,,9,2616,1
2885,,,4,3,269,6,,,62,3950,1
2886,,,4,1,253,3,,,36,2591,1
2887,,,3,1,231,4,,,60,3755,1
2888,,,3,1,164,2,,,39,1532,1
2889,,,3,3,176,3,,,14,1705,1
2890,,,4,3,149,3,,,17,1990,1
2891,,,4,5,187,5,,,16,3781,1
2892,,,3,2,150,2,,,53,1319,1
2893,,,3,2,190,3,,,18,2715,1
2894,,,4,1,226,3,,,42,3077,1
2895,,,3,4,98,2,,,32,1539,1
2896,,,3,5,152,2,,,6,1800,1
2897,,,2,2,173,2,,,34,1575,1
2898,,,4,1,160,2,,,65,1861,1
2899,,,4,2,180,3,,,22,1261,1
2900,,,3,2,175,2,,,12,1817,1
2901,,,3,3,274,3,,,6,2986,1
2902,,,4,1,216,4,,,4,2263,1
2903,,,6,2,283,2,,,18,3077,1
2904,,,6,4,192,3,,,19,2944,1
2905,,,3,4,236,4,,,43,2584,1
2906,,,4,2,232,3,,,46,2835,1
2907,,,2,3,204,4,,,20,3135,1
2908,,,3,2,138,2,,,46,1436,1
2909,,,3,4,154,2,,,29,1016,1
2910,,,4,3,244,2,,,17,3125,1
2911,,,3,2,144,3,,,48,1867,1
2912,,,3,4,274,3,,,19,3076,1
2913,,,3,2,182,3,,,54,3972,1
2914,,,6,1,250,5,,,53,3352,1
2915,,,4,4,207,2,,,14,2945,1
2916,,,3,4,242,3,,,54,3011,1
2917,,,5,1,154,2,,,37,1671,1
2918,,,4,4,176,3,,,53,1472,1
2919,,,3,5,252,3,,,18,3701,1
2920,,,4,1,147,3,,,32,1666,1
2921,,,5,3,157,4,,,1,1306,1
2922,,,3,1,257,2,,,37,3517,1
2923,,,4,3,172,3,,,6,1261,1
2924,,,4,3,134,3,,,22,1629,1
2925,,,2,2,152,4,,,48,1212,1
2926,,,3,1,161,3,,,57,1918,1
2927,,,3,1,269,3,,,47,3033,1
2928,,,2,3,164,2,,,64,1689,1
2929,,,5,3,114,6,,,60,1746,1
2930,,,6,5,213,6,,,7,2709,1
2931,,,4,4,255,3,,,60,2777,1
2932,,,3,3,135,3,,,28,1329,1
2933,,,3,2,155,3,,,7,1434,1
2934,,,6,3,273,4,,,32,2532,1
2935,,,4,3,135,3,,,15,1008,1
2936,,,4,4,170,3,,,29,1188,1
2937,,,6,4,138,5,,,15,1181,1
2938,,,3,2,213,4,,,53,3502,1
2939,,,4,5,156,5,,,55,1619,1
2940,,,3,1,139,2,,,47,1241,1
2941,,,3,1,263,3,,,6,2715,1
2942,,,2,3,160,4,,,53,1850,1
2943,,,3,3,148,2,,,39,1402,1
2944,,,4,3,259,3,,,45,3761,1
2945,,,5,4,273,3,,,60,3384,1
2946,,,3,2,212,3,,,9,2521,1
2947,,,3,5,144,6,,,46,1110,1
2948,,,2,2,193,3,,,64,2867,1
2949,,,5,2,198,3,,,44,3706,1
2950,,,3,5,207,4,,,45,3770,1
2951,,,6,1,236,4,,,10,2030,1
2952,,,4,2,165,3,,,7,1702,1
2953,,,3,3,162,3,,,3,1693,1
2954,,,4,2,184,3,,,63,3609,1
2955,,,5,5,145,2,,,48,1834,1
2956,,,3,3,228,2,,,27,3473,1
2957,,,5,5,213,2,,,12,2522,1
2958,,,2,2,146,3,,,1,1162,1
2959,,,4,2,220,3,,,39,2459,1
2960,,,3,4,231,3,,,49,3441,1
2961,,,3,4,212,8,,,56,3337,1
2962,,,4,3,202,3,,,48,2213,1
2963,,,5,5,208,8,,,39,2905,1
2964,,,3,3,200,3,,,46,2460,1
2965,,,3,2,250,3,,,37,2736,1
2966,,,3,5,126,2,,,29,1192,1
2967,,,4,1,222,4,,,42,2762,1
2968,,,6,2,236,4,,,61,3140,1
2969,,,4,3,165,3,,,4,1484,1
2970,,,3,4,162,3,,,17,1700,1
2971,,,4,3,184,3,,,37,3436,1
2972,,,5,3,145,2,,,6,1965,1
2973,,,3,4,228,2,,,46,3306,1
2974,,,5,3,213,2,,,27,2581,1
2975,,,2,3,146,3,,,18,1289,1
2976,,,4,1,220,3,,,2,3886,1
2977,,,3,4,231,3,,,39,3792,1
2978,,,3,4,212,8,,,34,2750,1
2979,,,4,5,202,3,,,38,2651,1
2980,,,5,2,208,8,,,62,3450,1
2981,,,3,3,200,3,,,4,3791,1
2982,,,3,1,250,3,,,8,3617,1
2983,,,3,5,126,2,,,63,1141,1
2984,,,4,3,222,4,,,49,3697,1
2985,,,3,3,273,6,,,6,1771,1
2986,,,6,5,161,4,,,20,1338,1
2987,,,5,1,236,3,,,10,1347,1
2988,,,6,3,281,5,,,8,1864,1
2989,,,5,3,168,4,,,7,1298,1
2990,,,5,1,206,4,,,62,1137,1
2991,,,4,1,144,4,,,5,1294,1
2992,,,5,3,239,5,,,19,2988,1
2993,,,3,5,129,3,,,52,1513,1
2994,,,4,5,201,4,,,46,3498,1
2995,,,5,5,160,3,,,55,1911,1
2996,,,6,5,130,6,,,60,1971,1
2997,,,3,1,132,4,,,58,1067,1
2998,,,4,2,185,4,,,36,2583,1
2999,,,5,1,271,4,,,4,2718,1
3000,,,5,2,168,2,,,20,1539,1
3001,,,5,5,154,3,,,50,1389,1
3002,,,3,3,203,3,,,4,3114,1
3003,,,3,1,274,3,,,4,2087,1
3004,,,5,4,280,4,,,19,3298,1
3005,,,4,5,196,2,,,51,3151,1
3006,,,5,2,159,3,,,63,1675,1
3007,,,5,4,269,3,,,15,2522,1
3008,,,4,3,161,3,,,52,1199,1
3009,,,3,1,159,2,,,44,1806,1
3010,,,5,4,147,6,,,21,1145,1
3011,,,3,3,214,2,,,4,3754,1
3012,,,4,5,157,4,,,12,1038,1
3013,,,5,5,147,2,,,19,1936,1
3014,,,5,4,182,3,,,11,3545,1
3015,,,3,5,188,2,,,12,2711,1
3016,,,3,1,104,2,,,1,1021,1
3017,,,5,5,195,3,,,55,2641,1
3018,,,4,1,235,2,,,64,2107,1
3019,,,4,5,219,2,,,21,3830,1
3020,,,4,5,253,2,,,36,3389,1
3021,,,3,3,253,4,,,57,2489,1
3022,,,4,1,167,3,,,42,1197,1
3023,,,4,2,211,2,,,39,2520,1
3024,,,3,4,155,3,,,4,1548,1
3025,,,6,1,231,4,,,23,2455,1
3026,,,5,4,182,4,,,61,3063,1
3027,,,3,5,212,2,,,56,3547,1
3028,,,3,1,107,3,,,13,1861,1
3029,,,5,2,172,4,,,61,1161,1
3030,,,3,2,224,3,,,40,2180,1
3031,,,3,4,209,3,,,37,3650,1
3032,,,4,5,268,2,,,46,3076,1
3033,,,3,2,141,4,,,9,1909,1
3034,,,4,4,260,2,,,17,3068,1
3035,,,5,4,151,4,,,10,1441,1
3036,,,5,2,184,2,,,27,3276,1
3037,,,5,1,270,3,,,52,3908,1
3038,,,5,4,135,2,,,20,1908,1
3039,,,4,3,276,4,,,3,3889,1
3040,,,4,4,177,3,,,23,1142,1
3041,,,3,2,149,3,,,64,1920,1
3042,,,4,3,220,4,,,19,3602,1
3043,,,4,5,267,3,,,53,3742,1
3044,,,3,2,274,3,,,50,3958,1
3045,,,4,4,243,3,,,10,3327,1
3046,,,5,1,166,2,,,44,1647,1
3047,,,5,2,225,3,,,1,2049,1
3048,,,3,3,138,2,,,40,1117,1
3049,,,4,3,141,4,,,38,1599,1
3050,,,3,4,271,4,,,16,2693,1
3051,,,6,5,243,3,,,35,2374,1
3052,,,3,3,231,3,,,53,2333,1
3053,,,5,4,168,3,,,34,1779,1
3054,,,5,3,264,2,,,61,2025,1
3055,,,4,3,233,3,,,26,2624,1
3056,,,4,2,247,5,,,17,3630,1
3057,,,3,4,176,3,,,4,1095,1
3058,,,5,5,257,4,,,31,2040,1
3059,,,3,1,147,4,,,18,1613,1
3060,,,5,5,195,2,,,6,3936,1
3061,,,2,4,153,2,,,57,1264,1
3062,,,3,5,237,4,,,28,3903,1
3063,,,6,4,217,5,,,7,3725,1
3064,,,5,1,140,4,,,48,1322,1
3065,,,2,5,164,4,,,2,1439,1
3066,,,3,3,243,3,,,27,2052,1
3067,,,3,4,158,3,,,41,1137,1
3068,,,5,5,180,4,,,10,1200,1
3069,,,4,3,139,3,,,64,1814,1
3070,,,4,4,162,2,,,8,1386,1
3071,,,5,3,206,4,,,18,3104,1
3072,,,3,2,238,2,,,19,2196,1
3073,,,5,3,254,2,,,4,3297,1
3074,,,5,3,270,3,,,38,3669,1
3075,,,3,2,255,2,,,18,3732,1
3076,,,4,4,182,2,,,13,3332,1
3077,,,3,3,149,2,,,7,1145,1
3078,,,4,1,221,5,,,22,3075,1
3079,,,4,5,135,2,,,60,1026,1
3080,,,3,1,188,2,,,14,2074,1
3081,,,5,5,194,3,,,47,2256,1
3082,,,4,3,134,2,,,29,1010,1
3083,,,3,4,210,2,,,29,3142,1
3084,,,4,2,169,2,,,22,1322,1
3085,,,3,3,147,2,,,52,1040,1
3086,,,4,1,213,3,,,21,3585,1
3087,,,3,2,223,2,,,64,3595,1
3088,,,4,1,233,2,,,60,2671,1
3089,,,4,2,218,2,,,1,2990,1
3090,,,4,5,219,3,,,27,3684,1
3091,,,3,2,145,2,,,44,1212,1
3092,,,3,3,257,3,,,44,3370,1
3093,,,3,1,238,6,,,59,3375,1
3094,,,4,1,145,6,,,32,1673,1
3095,,,4,4,243,3,,,36,2111,1
3096,,,4,4,179,2,,,18,1369,1
3097,,,2,3,188,2,,,25,2033,1
3098,,,4,4,168,3,,,53,1782,1
3099,,,5,4,157,4,,,58,1252,1
3100,,,3,4,172,3,,,32,1943,1
3101,,,5,1,195,3,,,37,3690,1
3102,,,3,2,225,3,,,59,3488,1
3103,,,3,3,227,2,,,24,2749,1
3104,,,3,5,159,3,,,46,1857,1
3105,,,2,2,273,3,,,56,2633,1
3106,,,5,2,214,6,,,3,3234,1
3107,,,4,2,175,3,,,34,1005,1
3108,,,3,5,213,2,,,39,2857,1
3109,,,4,3,190,4,,,12,3115,1
3110,,,4,2,265,4,,,40,2637,1
3111,,,4,4,146,4,,,12,1899,1
3112,,,5,4,229,2,,,44,2419,1
3113,,,3,5,195,3,,,47,2439,1
3114,,,2,5,151,3,,,34,1652,1
3115,,,4,2,217,3,,,1,3133,1
3116,,,4,4,134,3,,,14,1716,1
3117,,,3,5,195,2,,,42,3814,1
3118,,,4,3,142,4,,,29,1420,1
3119,,,2,4,182,4,,,1,3624,1
3120,,,4,2,155,5,,,48,1043,1
3121,,,3,5,238,2,,,34,2726,1
3122,,,4,1,182,3,,,49,3198,1
3123,,,4,1,237,4,,,22,2231,1
3124,,,4,4,222,3,,,24,3503,1
3125,,,5,4,177,2,,,45,1664,1
3126,,,4,4,197,3,,,41,3280,1
3127,,,3,1,224,3,,,48,3672,1
3128,,,3,3,193,2,,,19,3097,1
3129,,,3,1,169,3,,,24,1740,1
3130,,,3,4,248,2,,,15,2983,1
3131,,,6,5,246,4,,,50,3618,1
3132,,,4,1,232,3,,,55,2686,1
3133,,,3,5,251,3,,,21,2476,1
3134,,,3,4,163,3,,,58,1443,1
3135,,,6,4,201,2,,,4,5916,1
3136,,,6,5,141,3,,,8,5031,0
3137,,,3,3,219,3,,,4,5956,0
3138,,,4,3,161,3,,,7,4245,0
3139,,,4,5,225,4,,,5,4622,0
3140,,,5,3,277,3,,,1,4186,1
3141,,,3,3,256,4,,,3,4732,0
3142,,,6,2,153,5,,,1,4597,1
3143,,,4,4,135,3,,,4,4651,1
3144,,,3,3,253,3,,,7,5085,0
3145,,,4,5,139,3,,,5,5335,0
3146,,,3,5,136,2,,,1,4971,0
3147,,,4,1,172,3,,,7,4883,0
3148,,,4,2,272,3,,,6,4559,0
3149,,,3,3,207,3,,,1,5632,1
3150,,,2,3,134,3,,,4,5958,0
3151,,,3,3,238,8,,,3,4943,0
3152,,,2,4,274,10,,,3,4167,1
3153,,,4,2,237,6,,,8,5695,0
3154,,,3,2,153,10,,,2,5455,0
3155,,,4,1,223,3,,,8,4974,1
3156,,,3,4,149,3,,,1,5040,1
3157,,,3,5,132,3,,,7,4013,1
3158,,,4,2,246,3,,,7,5616,0
3159,,,4,2,159,5,,,4,5547,1
3160,,,3,1,162,8,,,10,5429,0
3161,,,3,3,123,5,,,5,4292,0
3162,,,5,1,231,7,,,9,5558,0
3163,,,3,1,213,10,,,9,4862,0
3164,,,5,2,160,3,,,1,5834,0
3165,,,4,4,225,5,,,5,5060,1
3166,,,3,1,178,3,,,3,4811,0
3167,,,4,1,273,3,,,5,5055,0
3168,,,3,2,129,3,,,9,4342,1
3169,,,3,1,273,6,,,9,1198,1
3170,,,6,3,161,4,,,8,1247,0
3171,,,4,5,139,3,,,3,5824,1
3172,,,3,2,136,2,,,6,4002,1
3173,,,4,4,172,3,,,1,4201,0
3174,,,4,2,272,3,,,7,5927,0
3175,,,3,2,207,3,,,3,4909,1
3176,,,2,3,134,3,,,6,4444,1
3177,,,3,2,238,8,,,3,4388,1
3178,,,2,1,274,10,,,1,5622,0
3179,,,4,3,237,6,,,8,5588,0
3180,,,3,2,153,10,,,7,5305,0
3181,,,4,2,223,3,,,7,4026,1
3182,,,3,5,149,3,,,9,5412,0
3183,,,3,3,132,3,,,6,5721,1
3184,,,4,3,246,3,,,5,4710,0
3185,,,4,3,159,5,,,4,4666,1
3186,,,3,3,162,8,,,10,4842,0
3187,,,3,1,123,5,,,10,4231,0
3188,,,5,5,231,7,,,6,5755,0
3189,,,3,3,213,10,,,2,4847,0
3190,,,5,1,160,3,,,2,5141,1
3191,,,4,3,225,5,,,8,4195,0
3192,,,3,5,178,3,,,3,5540,0
3193,,,4,5,273,3,,,2,4374,0
3194,,,3,3,129,3,,,7,5197,1
3195,,,3,1,273,6,,,1,1293,0
3196,,,6,4,161,4,,,3,1747,1
3197,,,5,2,206,4,,,5,1149,0
3198,,,4,5,296,2,,,1,1678,0
3199,,,3,2,249,5,,,6,1887,0
3200,,,4,4,301,5,,,6,1931,0
3201,,,4,3,296,3,,,4,1991,0
3202,,,3,5,205,4,,,2,1648,0
3203,,,3,3,132,2,,,9,4355,1
3204,,,4,2,223,3,,,5,4282,0
3205,,,3,1,190,3,,,2,4312,0
3206,,,5,3,194,3,,,1,4331,0
3207,,,2,4,176,2,,,2,5138,0
3208,,,6,4,227,5,,,8,4388,0
3209,,,5,1,149,2,,,9,5435,0
3210,,,5,2,173,2,,,7,5836,0
3211,,,3,2,181,2,,,6,5410,0
3212,,,3,5,251,2,,,4,4015,0
3213,,,4,5,243,3,,,2,4909,0
3214,,,3,4,210,3,,,10,4398,1
3215,,,5,2,145,4,,,9,4028,0
3216,,,3,1,196,3,,,10,4546,0
3217,,,3,4,154,2,,,5,5735,1
3218,,,4,1,164,4,,,6,4432,1
3219,,,4,2,210,3,,,1,4379,1
3220,,,5,3,212,2,,,7,5219,0
3221,,,3,1,263,2,,,9,4868,1
3222,,,3,4,155,2,,,3,5481,1
3223,,,3,4,223,2,,,9,4211,0
3224,,,5,4,269,3,,,3,4489,0
3225,,,3,4,117,3,,,6,4046,0
3226,,,4,4,151,2,,,3,4105,1
3227,,,4,2,271,3,,,4,4743,1
