Item Name,Category,Version,Item Code,Item ID,Buyer ID,Transaction ID,Date,Final Quantity,Total Revenue,Price Reductions,Refunds,Final Revenue,Sales Tax,Overall Revenue,Refunded Item Count,Purchased Item Count
YQX,Product H,38 / B / FtO,21-3C8-812-C1C-E-18C6911,95739926,5583858,2.26902E+13,26/04/2019,1,74.17,0,0,74.17,14.83,89,0,1
YQX,Product H,32 / A / FtO,24-2BA-B62-B5C-D-C72CC19,44830178,8059059,8.58909E+13,27/04/2019,1,74.16,-6.79,0,67.37,13.48,80.85,0,1
AYN,Product P,38 / C / 29,B0-4A4-C65-4C6-9-ACFD681,70442535,8634981,8.91101E+13,15/01/2019,1,55,-5.5,0,49.5,9.9,59.4,0,1
QID,Product H,31 / A / 32,3E-439-021-79D-2-7F0AD84,72021973,9275775,5.04422E+13,12/4/2019,1,74.16,-11.12,0,63.04,12.61,75.65,0,1
WHX,Product A,38 / B / FtO,EF-F3E-148-CF7-A-4D9D1A2,79462777,2491069,2.86306E+13,23/11/2018,1,107.5,-21.5,0,86,17.2,103.2,0,1
AYN,Product H,35 / B / FtO,6D-ABC-BD1-2BB-8-C8DA191,43230550,6825093,9.67385E+13,7/3/2019,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
NSP,Product P,33 / B / FtO,1A-671-750-AA9-8-E6CB734,22559066,5083690,2.22155E+13,24/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
WHX,Product D,30 / A / FtO,B0-CD6-183-0BB-4-BF0DA42,84145649,5694464,6.31711E+13,23/11/2018,1,74.17,-14.84,0,59.33,11.87,71.2,0,1
QID,Product H,33 / B / FtO,18-12C-337-0A2-A-44C1A31,46045856,4768485,9.831E+13,11/4/2019,-1,0,0,-59.33,-59.33,-11.87,-71.2,-1,0
MTW,Product C,32 / A / FtO,B3-CBF-294-E43-6-DA5D66D,26922227,4468606,1.91719E+13,13/11/2018,1,82.5,0,0,82.5,16.5,99,0,1
YQX,Product H,36 / B / FtO,FE-CF2-1E3-B91-0-FC2F95D,13424927,7140674,3.04948E+13,2/4/2019,1,74.17,0,0,74.17,14.83,89,0,1
WHX,Product D,35 / B / FtO,85-572-6E4-EF2-1-F7DBC04,70101748,8386771,9.33303E+13,17/01/2019,-1,0,0,-53.33,-53.33,-10.67,-64,-1,0
XEB,Product P,32 / A / 32,12-818-5D6-254-9-DC1D9FC,56343801,9266437,9.25275E+13,29/12/2018,1,79.17,-20.84,0,58.33,11.67,70,0,1
WHX,Product P,35 / B / FtO,A9-770-EAB-2C5-4-E45BA7C,96971321,4978048,2.14737E+13,28/11/2018,1,79.17,-20.84,0,58.33,11.67,70,0,1
WHX,Product A,34 / B / FtO,9D-D1B-FA1-0A5-1-B6F673C,80366662,6577567,6.46821E+13,26/11/2018,1,107.5,-21.5,0,86,17.2,103.2,0,1
RJK,Product P,34 / B / FtO,9A-437-9EC-28E-8-A2C7405,16345004,4155252,9.95562E+13,27/04/2019,1,79.17,0,0,79.17,15.83,95,0,1
OTH,Product P,32 / A / FtO,CC-50B-AC4-237-8-A6896B4,16345004,9379821,2.79864E+13,9/2/2019,1,79.17,0,0,79.17,15.83,95,0,1
LPZ,Product N,M / Sl / Sh,EC-3A2-9FE-388-5-62ECDC7,50327934,9228687,4.69217E+13,8/3/2019,1,24.16,0,0,24.16,4.84,29,0,1
WHX,Product D,34 / B / FtO,78-AC0-420-2A7-C-2F18981,79976637,6684771,6.0198E+13,11/12/2018,1,74.17,0,0,74.17,14.83,89,0,1
YQX,Product L,34 / A / 9,79-FC2-291-64F-0-1368CA8,75630975,2906769,5.05003E+13,22/04/2019,1,62.5,-6.25,0,56.25,11.25,67.5,0,1
RIH,Product A,31 / A / FtO,F1-26F-A28-2D0-2-E069256,77674869,9410229,4.46713E+13,23/11/2018,1,107.5,-21.5,0,86,17.2,103.2,0,1
LPZ,Product N,L+ / Sl / Lo,0F-042-8D2-E1C-A-DCA2B23,50327934,1958030,4.58878E+13,23/11/2018,1,49.18,-9.84,0,39.34,7.86,47.2,0,1
LQS,Product B,32 / B / FtO,FA-5DC-6DE-CFF-3-89A2779,24064862,7386661,4.98939E+13,4/11/2018,1,82.5,0,0,82.5,16.5,99,0,1
FTU,Product N,M / St / Sh,29-A5C-D42-6C3-C-A5C0B3A,54388513,1438633,9.88625E+13,27/04/2019,1,40.83,0,0,40.83,8.17,49,0,1
RJF,Product P,34 / A / FtO,17-8DA-48B-4F1-0-CBA2010,21142089,7091963,7.45739E+13,7/4/2019,1,79.16,-5.37,0,73.79,14.76,88.55,0,1
NMA,Product F,36 / C / FtO,81-816-DFA-66B-9-A20C325,38274452,2189922,6.83969E+13,11/12/2018,1,99.17,-9.92,0,89.25,17.85,107.1,0,1
ZQV,Product W,32 / A / 30,77-C98-858-4F2-2-44953C0,64820142,6812924,9.43413E+13,16/01/2019,-1,0,0,-57.5,-57.5,-11.5,-69,-1,0
FTU,Product R,M / St / Re,B2-45A-4E7-D02-0-C84D333,88419828,2900605,9.59873E+13,27/03/2019,1,29.17,0,0,29.17,5.83,35,0,1
MTW,Product C,40 / B / FtO,31-580-B9A-6A3-9-8DD9644,26922227,5701971,3.20412E+13,3/1/2019,1,40.83,0,0,40.83,8.17,49,0,1
WHX,Product P,37 / B / FtO,8C-D36-B63-B76-1-0EFA567,14526828,1264569,6.11112E+13,30/04/2019,1,79.17,0,0,79.17,15.83,95,0,1
NMA,Product E,32 / A / FtO,C1-07C-3A6-961-6-563BC2B,38274452,8434583,3.57838E+13,16/11/2018,1,99.17,0,0,99.17,19.83,119,0,1
KNB,Product L,34 / C / 9,6C-05B-F72-A3F-8-6F8A5F8,75630975,4698385,4.06718E+13,27/04/2019,1,62.5,-10.85,0,51.65,10.33,61.98,0,1
XEB,Product P,34 / B / 32,9C-8A3-72D-58F-B-322E626,17042414,4746408,6.03727E+13,17/11/2018,1,79.17,-20.84,0,58.33,11.67,70,0,1
RIH,Product P,28 / A / 31,9D-1AF-64F-264-4-9B8E9ED,12910078,1704571,8.13264E+13,2/1/2019,1,36.68,-11.76,0,24.92,4.98,29.9,0,1
VXH,Product A,38 / B / 34,F4-7E6-3F8-A70-6-3C238B3,88833325,1328237,1.34616E+13,5/12/2018,1,107.5,-10.75,0,96.75,19.35,116.1,0,1
WHX,Product D,30 / B / 32,0C-D82-FE3-DB2-4-2833A8A,89315980,1992114,8.38813E+13,15/11/2018,1,74.17,0,0,74.17,14.83,89,0,1
LQS,Product C,36 / B / FtO,D7-036-7E7-B2D-F-9ABDCB2,26922227,6870820,3.5913E+13,9/12/2018,1,82.5,0,0,82.5,16.5,99,0,1
WHX,Product P,36 / A / FtO,B1-E8F-D9B-1CB-F-B4E9E3B,95527147,9271244,4.69125E+13,7/4/2019,1,79.17,0,0,79.17,15.83,95,0,1
XEB,Product P,30 / A / FtO,AA-60A-D19-0E8-E-F341132,19533497,7160367,1.56582E+13,3/3/2019,1,79.17,0,0,79.17,15.83,95,0,1
KNB,Product H,34 / B / FtO,5A-91D-5C2-3BC-4-16BD649,54641391,3445900,1.31862E+13,8/1/2019,-1,0,0,-51.67,-51.67,-10.33,-62,-1,0
RJF,Product P,34 / B / FtO,32-AA7-838-2C8-E-1195FE8,98393407,9980533,4.74329E+13,1/11/2018,1,74.17,0,0,74.17,14.83,89,0,1
NWB,Product H,30 / A / FtO,5E-A24-398-28C-D-8DE7D66,22559066,2353562,6.40617E+13,14/11/2018,1,74.17,0,0,74.17,14.83,89,0,1
YQX,Product H,36 / C / 31,44-BC0-A21-756-0-12F3E49,86034984,5001993,3.25248E+13,12/12/2018,1,74.17,-20.84,0,53.33,10.67,64,0,1
LQS,Product B,36 / A / FtO,C3-9AF-7FB-075-0-384C320,24064862,4623979,6.04522E+13,20/11/2018,1,82.5,-20.63,0,61.87,12.38,74.25,0,1
NMA,Product H,35 / C / FtO,22-6CB-DB3-838-D-6E61342,22559066,3608030,5.18948E+13,27/02/2019,1,74.17,0,0,74.17,14.83,89,0,1
YQX,Product O,35 / C / 9,B9-DFB-6A2-CFA-9-8FAE07F,10383852,7260538,5.61897E+13,28/04/2019,1,57.5,-5.75,0,51.75,10.35,62.1,0,1
AYN,Product P,34 / B / FtO,E6-FAF-D36-0E0-2-DC24994,88732635,4959265,3.749E+13,15/01/2019,1,55,-5.5,0,49.5,9.9,59.4,0,1
WHX,Product D,33 / B / FtO,1E-6CF-5AF-AA7-E-0D1A481,31220529,8158265,5.35208E+13,2/1/2019,1,74.17,-10.42,0,63.75,12.75,76.5,0,1
WHX,Product P,33 / B / FtO,ED-DCD-031-785-F-999C2B1,37478410,8323619,7.49629E+13,3/4/2019,1,79.16,-7.91,0,71.25,14.25,85.5,0,1
AYN,Product H,36 / B / FtO,3C-907-378-228-8-F7B4345,36288292,7998186,1.73354E+13,7/4/2019,1,74.17,0,0,74.17,14.83,89,0,1
LQS,Product B,34 / A / FtO,18-C05-B56-AC3-A-A52C128,24064862,6201575,6.67623E+13,18/11/2018,1,82.51,-20.84,0,61.67,12.33,74,0,1
NMA,Product H,37 / C / 34,FD-C8F-C09-115-F-60B1EF4,10434338,2815002,2.90744E+13,18/12/2018,-1,0,0,-53.33,-53.33,-10.67,-64,-1,0
NMA,Product D,33 / B / FtO,DC-1CC-AF3-E7B-E-0EC5220,32740590,2243855,2.90148E+13,20/02/2019,1,74.17,0,0,74.17,14.83,89,0,1
RJF,Product P,32 / B / FtO,EC-220-A2D-85C-E-DA2A2C6,90060431,3631981,9.87986E+13,28/01/2019,1,79.17,0,0,79.17,15.83,95,0,1
NMA,Product D,33 / B / 32,9D-16E-5C4-BD5-8-A29E8DB,53490967,6669125,9.18182E+13,5/4/2019,1,74.16,-7.41,0,66.75,13.35,80.1,0,1
LPZ,Product N,S / Sl / Re,F3-EF2-463-49A-C-D25476B,50327934,7258215,9.32259E+13,21/01/2019,-1,0,0,-24.17,-24.17,-4.83,-29,-1,0
CLH,Product B,32 / B / FtO,68-ECA-BC7-3B2-A-E73DE1B,24064862,5744390,5.79996E+13,17/11/2018,1,82.5,-8.25,0,74.25,14.85,89.1,0,1
LQS,Product B,34 / B / FtO,F9-616-9A5-69F-8-322E3A3,24064862,1956314,7.52307E+13,7/2/2019,1,82.5,0,0,82.5,16.5,99,0,1
XEB,Product P,35 / B / FtO,C3-FE5-406-65A-5-ABC9524,39740759,2085902,4.97201E+13,26/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
AYN,Product P,36 / B / FtO,89-517-B97-D81-B-F23CCC1,89883040,2556364,7.81794E+13,7/1/2019,1,55,0,0,55,11,66,0,1
AYN,Product H,33 / A / FtO,04-5F1-C3E-C7A-3-E47ED93,35541782,9102238,9.71871E+13,8/12/2018,1,74.17,0,0,74.17,14.83,89,0,1
WHX,Product P,38 / B / FtO,D3-399-7FD-56A-D-DDE2CE2,21206865,7387624,1.74901E+13,26/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
YQX,Product H,32 / A / FtO,24-2BA-B62-B5C-D-C72CC19,44830178,7008859,8.09318E+13,12/11/2018,1,74.17,0,0,74.17,14.83,89,0,1
YQX,Product N,XL / St / Re,7D-5CA-BBD-A1B-7-9844F56,38761153,1184335,5.31677E+13,16/01/2019,-1,0,0,-49.17,-49.17,-9.83,-59,-1,0
JAF,Product W,38 / A / FtO,6D-3D7-E89-EF3-E-E861F23,87226152,2045184,4.65016E+13,9/12/2018,1,82.51,-20.84,0,61.67,12.33,74,0,1
OTH,Product D,31 / A / FtO,9E-6FF-0DB-392-0-BBCB6FE,61310715,2855419,2.41343E+13,26/04/2019,1,74.17,0,0,74.17,14.83,89,0,1
LQS,Product B,37 / B / FtO,E5-DF9-253-260-D-686F834,24064862,2743994,7.04967E+13,2/1/2019,1,82.5,0,0,82.5,16.5,99,0,1
XEB,Product P,31 / B / FtO,F0-CAB-74F-37A-0-362E105,18064129,1638868,1.29886E+13,5/1/2019,1,79.17,0,0,79.17,15.83,95,0,1
LQS,Product C,31 / B / 30,7C-9B9-E8C-82D-1-8A2DCFF,61683568,2775423,7.52054E+13,24/11/2018,1,82.5,-8.25,0,74.25,14.85,89.1,0,1
RJF,Product P,35 / B / FtO,22-6A3-ACF-C57-6-3147EE4,88162726,5267592,8.60796E+13,23/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
KNB,Product P,34 / A / FtO,E3-A4D-96C-7FB-2-E487C07,36598969,5929640,5.82328E+13,22/03/2019,1,79.16,-20.83,0,58.33,11.67,70,0,1
QID,Product H,32 / A / FtO,04-C33-7C3-878-A-F7EC808,17627416,3335180,3.67888E+13,7/3/2019,1,74.17,0,0,74.17,14.83,89,0,1
NMA,Product H,32 / A / FtO,AC-FA6-281-BE1-B-2DC5DCB,22559066,7493629,5.41428E+13,27/02/2019,1,74.17,0,0,74.17,14.83,89,0,1
QID,Product H,32 / A / FtO,04-C33-7C3-878-A-F7EC808,17627416,8998329,9.90797E+13,27/03/2019,1,74.16,-7.41,0,66.75,13.35,80.1,0,1
MTW,Product C,34 / A / FtO,37-E10-39E-FB6-A-39002B3,26922227,5861549,3.79254E+13,2/12/2018,1,82.5,0,0,82.5,16.5,99,0,1
YQX,Product N,M+ / Sl / Re,DA-AC2-41E-58A-2-9EA2DDE,38761153,1618519,2.57274E+13,19/03/2019,-1,0,0,-40.83,-40.83,-8.17,-49,-1,0
WHX,Product P,30 / A / FtO,DB-92F-6DF-18F-5-13B09BC,15144104,2207875,2.41835E+13,20/04/2019,1,79.16,-20.83,0,58.33,11.67,70,0,1
AYN,Product P,38 / A / FtO,C9-37C-A2A-1C5-6-EB90FF9,16886085,9625601,1.52207E+13,15/01/2019,1,55,0,0,55,11,66,0,1
WHX,Product D,32 / A / FtO,1C-89C-388-1D0-D-726D144,36502945,5813879,9.11637E+13,14/11/2018,1,74.17,-20.84,0,53.33,10.67,64,0,1
YQX,Product M,36 / B / FtO,91-541-454-386-A-886D2B2,92567842,1539663,5.34724E+13,18/04/2019,1,82.49,0,0,82.49,16.51,99,0,1
VXH,Product P,35 / B / FtO,65-522-A74-3B6-B-1F6D4E7,40522014,9789922,4.31393E+13,20/11/2018,1,79.16,0,0,79.16,15.84,95,0,1
WHX,Product P,32 / B / 29,78-A8C-45C-8EC-1-CA2B9E2,12012202,4581444,2.97772E+13,15/11/2018,1,79.16,-19.79,0,59.37,11.88,71.25,0,1
XEB,Product P,38 / A / FtO,8C-EF8-465-336-8-0B9C5A6,61814589,9573615,8.74521E+13,20/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
OVT,Product H,32 / B / 32,48-764-259-B4F-4-F35A93A,74156709,8153297,2.48035E+13,6/1/2019,1,36.67,0,0,36.67,7.33,44,0,1
QID,Product H,31 / A / FtO,44-D63-0E6-69C-C-9C9E572,28272411,4992704,2.79125E+13,30/12/2018,1,74.17,0,0,74.17,14.83,89,0,1
CRH,Product N,L / St / Re,26-772-A96-B77-8-73E9ED2,86051389,3365999,1.73229E+13,2/1/2019,1,24.17,0,0,24.17,4.83,29,0,1
CLH,Product B,31 / B / FtO,30-00C-159-06B-9-478A0EF,24064862,6160725,8.0715E+13,23/11/2018,1,82.52,-16.51,0,66.01,13.19,79.2,0,1
CRH,Product G,30 / B / 9,C1-8C8-093-B57-C-5C0E3CF,77566410,2798234,9.4051E+13,29/04/2019,1,57.5,0,0,57.5,11.5,69,0,1
DPR,DPR,89,B4-CA5-576-2BB-C-22AC3F0,98970920,8696058,2.86078E+13,22/04/2019,1,89,0,0,89,0,89,0,1
INU,Product D,33 / A / FtO,56-813-C9F-A4E-9-6B5B115,19814633,1049211,5.35835E+13,7/2/2019,1,74.17,0,0,74.17,14.83,89,0,1
LQS,Product B,32 / A / FtO,0E-1BA-277-7E1-5-0388127,24064862,1718561,9.44175E+13,24/01/2019,1,82.5,0,0,82.5,16.5,99,0,1
TSH,Product P,33 / B / FtO,0E-7D1-CF1-A22-9-8A84308,40522014,3596092,7.56214E+13,15/11/2018,1,79.16,0,0,79.16,15.84,95,0,1
YQX,Product H,34 / A / FtO,7F-323-5FB-8CB-6-E7A9CC6,56155417,8799630,6.37893E+13,16/02/2019,1,74.17,-7.42,0,66.75,13.35,80.1,0,1
OHR,Product H,36 / B / FtO,A5-8AA-95E-29E-C-1ADEBCA,22559066,8964119,5.30276E+13,6/11/2018,-1,0,0,-53.33,-53.33,-10.67,-64,-1,0
VXH,Product P,36 / B / 31,4D-AA7-295-20C-9-183B123,19018635,3634303,7.15736E+13,14/12/2018,1,79.17,-20.84,0,58.33,11.67,70,0,1
WHX,Product P,38 / B / FtO,D3-399-7FD-56A-D-DDE2CE2,21206865,3846406,6.89251E+13,22/01/2019,1,79.17,0,0,79.17,15.83,95,0,1
YQX,Product N,M / Sl / Re,89-47B-BF6-CE1-F-217D2D8,38761153,9062388,9.87807E+13,13/12/2018,1,49.17,-4.92,0,44.25,8.85,53.1,0,1
WHX,Product D,32 / A / FtO,1C-89C-388-1D0-D-726D144,36502945,1430532,6.56631E+13,19/12/2018,-1,0,0,-64.31,-64.31,-12.86,-77.17,-1,0
ELV,Product H,35 / B / FtO,2A-C72-27D-631-C-BF4DB56,22559066,7441502,3.70122E+13,2/11/2018,-1,0,0,-53.33,-53.33,-10.67,-64,-1,0
WHX,Product P,32 / B / FtO,85-2EB-163-D62-5-FC50316,26246865,9255363,8.60427E+13,21/02/2019,1,79.17,0,0,79.17,15.83,95,0,1
WHX,Product P,38 / B / FtO,D3-399-7FD-56A-D-DDE2CE2,21206865,1502891,3.61867E+13,27/04/2019,1,79.17,0,0,79.17,15.83,95,0,1
YQX,Product H,36 / B / FtO,FE-CF2-1E3-B91-0-FC2F95D,13424927,2299190,6.44899E+13,7/12/2018,-1,0,0,-59.34,-59.34,-11.86,-71.2,-1,0
EXR,Product J,32 / B / FtO,F0-E96-D8A-AD3-2-47B83F3,89495938,2566464,4.94122E+13,20/02/2019,2,198.33,0,0,198.33,39.67,238,0,2
WHX,Product P,32 / B / FtO,85-2EB-163-D62-5-FC50316,26246865,1713256,2.48396E+13,25/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
WHX,Product P,32 / A / FtO,93-BCE-0C8-1F0-0-CE76A69,66995443,3055438,1.03376E+13,11/2/2019,1,79.17,0,0,79.17,15.83,95,0,1
FTU,Product N,L / St / Lo,1C-3FB-B0E-B8C-F-FCCD2A3,54388513,8805490,5.1259E+13,29/04/2019,1,40.83,0,0,40.83,8.17,49,0,1
VXH,Product P,32 / A / FtO,FA-11B-F32-C88-F-E2BFC88,40522014,8472866,5.19208E+13,23/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
QID,Product H,36 / B / FtO,B8-CA5-835-D9D-0-87528A2,60959788,3582037,8.97439E+13,17/03/2019,1,74.17,0,0,74.17,14.83,89,0,1
CLH,Product B,31 / B / 30,FE-E1F-AEC-DCC-7-4D2389A,60706685,7021638,3.93816E+13,21/01/2019,1,82.5,0,0,82.5,16.5,99,0,1
YQX,Product O,36 / C / 9,C1-C7D-838-05E-2-93C2D3B,10383852,9631357,1.56362E+13,7/4/2019,1,57.5,0,0,57.5,11.5,69,0,1
NMA,Product H,38 / C / FtO,C2-7B6-D68-6DA-C-8C0D473,22559066,1938102,4.09809E+13,28/02/2019,-1,0,0,-74.17,-74.17,-14.83,-89,-1,0
LQS,Product B,31 / A / FtO,D8-997-4CF-5C6-1-0A61220,24064862,1112683,8.86489E+13,23/11/2018,1,82.5,-16.5,0,66,13.2,79.2,0,1
YQX,Product Q,32 / B / 31,72-DD8-FD6-D4F-9-67EEB3C,39446031,6589841,8.05247E+13,30/12/2018,1,51.67,0,0,51.67,10.33,62,0,1
WHX,Product P,34 / A / FtO,76-BA0-289-04B-C-9EB5C4F,83605938,1631145,4.74226E+13,10/3/2019,1,79.17,-20.84,0,58.33,11.67,70,0,1
NMA,Product H,33 / A / FtO,32-B7D-253-581-B-EC9680F,63706147,8099775,5.74773E+13,29/04/2019,1,74.17,0,0,74.17,14.83,89,0,1
UQJ,Product H,40 / B / FtO,8F-878-40A-6BC-4-A09793E,87226152,2644878,3.67114E+13,19/11/2018,1,74.17,-14.84,0,59.33,11.87,71.2,0,1
XEB,Product P,32 / C / FtO,99-0E0-75A-F52-7-2C5E205,28273869,4244109,8.29938E+13,23/04/2019,1,79.16,0,0,79.16,15.84,95,0,1
YQX,Product R,XL / Sl / Re,85-593-52D-F3E-D-904CE68,88419828,3447793,2.47944E+13,19/03/2019,1,29.17,0,0,29.17,5.83,35,0,1
VXH,Product P,33 / C / FtO,6F-2C3-AC4-BE8-F-434671A,40522014,6224378,2.05931E+13,10/11/2018,1,79.16,0,0,79.16,15.84,95,0,1
QID,Product H,34 / A / FtO,D2-EB2-273-75E-7-796DF7B,49772031,3646547,3.2325E+13,24/03/2019,1,74.16,-10.41,0,63.75,12.75,76.5,0,1
ZQV,Product W,36 / B / FtO,6E-E49-C04-FA4-3-C15730E,44945143,6325927,5.25268E+13,23/11/2018,-1,0,0,-82.5,-82.5,-16.5,-99,-1,0
INU,Product D,38 / B / FtO,9A-905-033-5C9-A-977C812,19814633,7666410,1.07286E+13,5/4/2019,1,74.17,0,0,74.17,14.83,89,0,1
KNB,Product P,34 / B / FtO,C1-87B-404-415-F-650D609,50738429,8951579,2.69295E+13,5/2/2019,-1,0,0,-68.42,-68.42,-13.68,-82.1,-1,0
WHX,Product P,30 / A / FtO,DB-92F-6DF-18F-5-13B09BC,15144104,3634080,7.52904E+13,26/11/2018,1,79.16,-19.79,0,59.37,11.88,71.25,0,1
JYJ,Product N,M / Sl / Sh,EF-340-38A-710-8-4488E98,59652174,9421089,7.25471E+13,6/1/2019,1,24.17,0,0,24.17,4.83,29,0,1
YQX,Product H,32 / A / FtO,24-2BA-B62-B5C-D-C72CC19,44830178,8749441,4.90464E+13,28/04/2019,1,74.17,0,0,74.17,14.83,89,0,1
WHX,Product P,34 / B / FtO,4A-30E-267-CB3-1-506E7F7,35638092,1682730,5.61778E+13,18/02/2019,1,79.16,0,0,79.16,15.84,95,0,1
OTH,Product P,31 / A / FtO,5D-FFB-F0C-0B2-2-DB7CA0B,16345004,7850763,5.73458E+13,28/04/2019,1,79.16,-7.91,0,71.25,14.25,85.5,0,1
FTU,Product N,M+ / Sl / Lo,F6-60E-1F4-7BB-3-F4D116D,54388513,7397164,8.92071E+13,28/12/2018,1,49.17,0,0,49.17,9.83,59,0,1
YQX,Product H,34 / A / 32,FF-879-5EB-9EE-3-F48F808,46567054,3682021,4.23039E+13,28/04/2019,1,74.16,-7.41,0,66.75,13.35,80.1,0,1
LPZ,Product N,S / Sl / Sh,28-A6C-424-0C4-B-F81E0B8,50327934,5634675,7.81332E+13,15/01/2019,1,24.17,-2.42,0,21.75,4.35,26.1,0,1
WHX,Product P,38 / C / FtO,1C-F31-5C5-A71-9-E27F89C,23625707,2346985,5.98852E+13,11/12/2018,1,79.18,-10.76,0,68.42,13.68,82.1,0,1
EYV,Product H,32 / A / 29,BA-CDF-7C3-209-8-F58CB2C,10768707,8559096,1.7268E+13,29/03/2019,-1,0,0,-51.67,-51.67,-10.33,-62,-1,0
KNB,Product M,33 / B / 30,3E-EB0-876-801-4-B3AFBE2,82782012,3408372,7.3518E+13,16/04/2019,1,82.5,0,0,82.5,16.5,99,0,1
NMA,Product F,37 / C / FtO,0A-350-D04-FCF-0-C17FFE9,38274452,8633289,3.78174E+13,13/03/2019,1,99.17,0,0,99.17,19.83,119,0,1
JAF,Product W,30 / B / FtO,DC-8E6-25B-6AC-0-7FB3E49,87226152,9792026,1.99681E+13,21/02/2019,-1,0,0,-40.83,-40.83,-8.17,-49,-1,0
MTW,Product C,36 / C / FtO,5F-C6C-974-1F8-5-F5F0322,26922227,8249284,4.58229E+13,12/11/2018,1,82.5,0,0,82.5,16.5,99,0,1
NMA,Product D,32 / B / 31,EF-022-21B-965-B-F57EC9D,53490967,9468400,7.94356E+13,9/4/2019,1,74.16,-10.41,0,63.75,12.75,76.5,0,1
AYN,Product H,33 / A / FtO,04-5F1-C3E-C7A-3-E47ED93,35541782,3425166,5.7144E+13,27/03/2019,1,74.17,0,0,74.17,14.83,89,0,1
WHX,Product A,32 / B / FtO,81-763-504-1B8-8-023BFE1,12412505,2500501,8.08145E+13,15/03/2019,1,107.49,-16.12,0,91.37,18.28,109.65,0,1
KDP,Product H,32 / A / FtO,57-57B-E3D-F2B-9-25FA200,34825846,9700046,7.60019E+13,28/04/2019,1,74.16,-20.83,0,53.33,10.67,64,0,1
AYN,Product P,30 / A / FtO,23-05F-00F-75B-0-38C87E3,86048518,4659193,5.99479E+13,15/01/2019,-1,0,0,-58.33,-58.33,-11.67,-70,-1,0
NMA,Product D,40 / C / FtO,FF-5D6-30A-9E9-E-3349523,32740590,4891668,4.78246E+13,1/4/2019,1,74.16,-20.83,0,53.33,10.67,64,0,1
YQX,Product H,36 / B / FtO,FE-CF2-1E3-B91-0-FC2F95D,13424927,6419349,6.98838E+13,4/2/2019,1,74.17,0,0,74.17,14.83,89,0,1
FTU,Product N,M+ / Sl / Re,8C-9A6-25B-854-5-4AD2422,54388513,1113819,8.40307E+13,30/03/2019,1,40.83,0,0,40.83,8.17,49,0,1
NSP,Product P,34 / B / FtO,37-CF2-595-F0A-4-D8A9C1D,22559066,7562756,8.94141E+13,2/1/2019,1,55.01,0,0,55.01,10.99,66,0,1
QID,Product H,38 / B / FtO,0F-BE9-A3F-342-8-B8132CA,98804729,3496319,3.9186E+13,30/12/2018,1,74.17,-10.42,0,63.75,12.75,76.5,0,1
QID,Product H,33 / C / FtO,84-EB3-E68-8BF-1-F2EE65C,29857030,4000155,7.27065E+13,8/12/2018,1,74.18,-18.55,0,55.63,11.12,66.75,0,1
NMA,Product D,28 / C / FtO,65-032-656-642-2-3DEECC0,32740590,1647488,7.23582E+13,3/4/2019,1,74.16,-7.41,0,66.75,13.35,80.1,0,1
OTH,Product P,34 / A / FtO,AB-F30-E6E-47D-F-496CB71,16345004,7878265,8.20908E+13,27/03/2019,-1,0,0,-79.17,-79.17,-15.83,-95,-1,0
WHX,Product P,36 / B / FtO,91-036-77F-B0C-A-F756CA7,78895639,6343654,2.27691E+13,3/1/2019,1,79.17,0,0,79.17,15.83,95,0,1
OTH,Product D,33 / B / FtO,50-794-819-7CD-B-48B73F2,61310715,3237947,9.43326E+13,23/03/2019,1,74.17,-8.7,0,65.47,13.09,78.56,0,1
AYN,Product H,38 / B / 29,7A-E7E-D8B-E2F-C-EC45E70,94590730,9439545,7.38528E+13,22/04/2019,1,74.16,-20.83,0,53.33,10.67,64,0,1
VXH,Product P,36 / B / FtO,FB-B73-B1C-28E-2-BAB0C37,40522014,3075035,3.14634E+13,21/11/2018,1,79.17,-15.84,0,63.33,12.67,76,0,1
RJF,Product P,36 / C / FtO,BC-0DF-CDF-7B9-6-79DB2AC,95083972,9203528,1.96915E+13,4/3/2019,1,79.17,0,0,79.17,15.83,95,0,1
WHX,Product P,32 / A / FtO,93-BCE-0C8-1F0-0-CE76A69,66995443,7751654,1.12554E+13,23/11/2018,1,79.17,0,0,79.17,15.83,95,0,1
YQX,Product R,L / Sl / Lo,08-462-2E9-921-C-CA6FDA8,88419828,9071306,6.90851E+13,2/4/2019,1,29.17,0,0,29.17,5.83,35,0,1
QID,Product H,34 / A / FtO,D2-EB2-273-75E-7-796DF7B,49772031,9845547,7.99443E+13,29/12/2018,1,74.17,0,0,74.17,14.83,89,0,1
YQX,Product H,35 / A / FtO,49-058-D7D-02B-E-C9ADA02,84444169,8169566,2.34051E+13,27/01/2019,1,74.16,0,0,74.16,14.84,89,0,1
MAG,Product B,33 / B / FtO,6E-03F-18C-1FB-3-EA85887,24064862,6089353,5.98465E+13,21/01/2019,-1,0,0,-57.5,-57.5,-11.5,-69,-1,0
